measurement_id,case_id,sensor_position,asset_type,bearing_model,fault_origin,fixed_speed,sampling_rate,rpm,signal_length,unit,ftf_multiple,bpf_multiple,bpfo_multiple,bpfi_multiple,Bearing_health_state,mean,std,rms,peak,peak_to_peak,crest_factor,skewness,kurtosis,shape_factor,impulse_factor,p5,p25,p75,p95,iqr,fft_mean,fft_std,fft_peak,fft_peak_freq_norm,spectral_centroid,spectral_bandwidth,band_energy_low,band_energy_mid_low,band_energy_mid_high,band_energy_high
3087,3,FS,Engine,BRG_A,DS,1,5120,1160.99,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000583273,3.54872,3.56106,10.3515,20.9448,2.9245,0.118297,-0.669101,1.2017,3.5095,-5.46681,-2.75911,2.65596,5.96216,5.35606,174.072,427.13,18717.1,0.164786,0.272097,0.118918,40680500.0,1108620000.0,423587000.0,122097000.0
3088,1,DS,Pump,BRG_K,DS,0,12800,2469.56,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,-0.00063256,11.1469,11.0988,56.1455,96.2751,5.03542,7.81411e-05,0.00881448,1.25621,6.35366,-18.2831,-7.427,7.39862,18.1513,14.7486,903.289,1101.71,17635.8,0.329837,0.281682,0.127858,2017480000.0,1309140000.0,11334100000.0,1955490000.0
3089,7,DS,Agitator,BRG_E,DS,1,5120,1168.79,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,3,0.000246041,0.863469,0.809247,3.17651,6.41759,4.0295,-0.0480412,0.0763853,1.25218,5.01082,-1.34659,-0.561833,0.547974,1.46532,1.10792,55.1879,94.7852,2917.43,0.0252896,0.201975,0.134742,48420800.0,19742400.0,58539800.0,968830.0
3090,9,DS,Pump,BRG_H,FS,0,6400,1178.18,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,5.86898e-05,7.09556,7.13415,24.1987,47.8567,3.39014,-0.00634987,0.019342,1.26518,4.30839,-11.8357,-4.6287,4.66718,11.7481,9.2581,376.617,829.379,18890.9,0.49749,0.408992,0.10825,33153900.0,38455500.0,257420000.0,6433620000.0
3091,2,DS,Pump,BRG_G,DS,0,5120,1096.46,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000216939,2.01948,2.0015,7.66699,14.8251,3.85885,-0.0126526,-0.0657883,1.24605,4.77308,-3.28697,-1.36577,1.38259,3.16264,2.64918,140.069,214.102,4459.9,0.194542,0.374806,0.121117,8872170.0,49005800.0,66779900.0,437534000.0
3092,3,FS,Engine,BRG_A,DS,1,5120,1164.73,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000580117,3.68859,3.68116,10.6225,20.7033,2.95119,0.124763,-0.680926,1.2038,3.53547,-5.72241,-2.74969,2.7311,6.04702,5.46412,169.495,435.457,21470.2,0.16314,0.275265,0.120598,38784100.0,1114580000.0,494562000.0,136482000.0
3093,7,DS,Agitator,BRG_E,DS,1,5120,1161.38,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000506255,0.640386,0.601675,2.70346,4.96577,4.49833,0.0734846,0.494722,1.27887,5.72801,-0.971707,-0.378128,0.397732,0.937892,0.818029,33.835,71.8186,2181.05,0.000516732,0.171945,0.14734,41156800.0,6530570.0,33596100.0,16853700.0
3094,7,FS,Agitator,BRG_A,DS,1,5120,1161.79,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,5.00647e-05,0.556404,0.535648,2.25315,4.15755,4.07239,0.0141731,-0.0383466,1.24751,5.06603,-0.891103,-0.379882,0.377606,0.875693,0.820179,46.5934,51.584,1905.75,0.0268611,0.289533,0.148658,5181190.0,19169900.0,10216000.0,-1660000.0
3095,11,FS,Roller,BRG_E,FS,0,512,20.9192,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000188227,0.325529,0.335801,1.20328,1.65093,3.60275,-0.647767,0.716459,1.31343,4.74409,-0.567508,-0.166599,0.185047,0.403584,0.32547,7.64552,23.994,993.334,0.0168254,0.137217,0.137232,7787120.0,-6399830.0,29879700.0,-28042500.0
3096,3,DS,Engine,BRG_E,DS,1,5120,1165.09,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,0,0.00022847,0.689064,0.674996,2.67793,4.84988,3.75508,-0.231139,0.116668,1.2627,4.72691,-1.11798,-0.402245,0.483551,1.1278,0.888953,38.2469,82.159,2496.5,0.0241809,0.224367,0.175895,55643400.0,7099040.0,14889300.0,32231000.0
3097,7,FS,Agitator,BRG_A,DS,1,5120,1158.94,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,7.51995e-05,0.893799,0.877522,3.96772,7.7648,4.40012,0.0263865,0.0241359,1.25155,5.4922,-1.50427,-0.638749,0.613226,1.44786,1.19682,72.0228,92.6117,3335.07,0.160854,0.278364,0.146378,18006900.0,39047200.0,-9234580.0,66152300.0
3098,7,FS,Agitator,BRG_A,DS,1,5120,1161.68,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000580619,1.27643,1.262,5.17264,9.94004,3.93246,-0.0216539,0.060189,1.24882,4.9089,-2.12336,-0.874554,0.882889,2.07475,1.73789,88.9197,139.872,2911.89,0.163268,0.30085,0.145307,17998300.0,50541500.0,9107960.0,106152000.0
3099,2,DS,Pump,BRG_G,DS,0,5120,1100.98,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000591222,1.77275,1.73844,6.55016,12.6657,3.86932,0.00411318,-0.093068,1.24714,4.83692,-2.8585,-1.187,1.18862,2.92594,2.39552,124.09,182.84,3848.97,0.195085,0.371392,0.124778,18223600.0,33747400.0,68933100.0,327569000.0
3100,1,DS,Pump,BRG_K,DS,0,12800,2554.5,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,2,-0.00211856,21.6391,21.6122,158.553,313.329,7.31974,0.0575055,3.60052,1.36017,9.96202,-32.2692,-12.3914,12.2357,33.3823,24.6101,1386.02,2400.82,52673.8,0.320084,0.288364,0.115613,3494810000.0,7383190000.0,46542800000.0,5439250000.0
3101,7,FS,Agitator,BRG_A,DS,1,5120,1164.42,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000454046,1.1237,1.14239,5.39029,9.73494,4.78212,0.308971,0.459691,1.27861,6.10919,-1.83028,-0.76551,0.720907,1.95451,1.54068,55.7745,137.568,6632.43,0.0440015,0.176058,0.132646,140131000.0,19459300.0,-6813120.0,-2499540.0
3102,7,FS,Agitator,BRG_A,DS,1,5120,1162.03,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000416603,-0.0293306,0.0362386,0.208975,0.638404,9.62903,0.0112993,15.1124,1.61255,15.5496,-0.127066,-0.0136715,-0.0147779,0.0560842,-0.00347501,1.85779,0.603908,136.913,0.0210362,0.195676,0.149372,-2757900.0,13499900.0,7073150.0,12814200.0
3103,3,FS,Engine,BRG_A,DS,1,5120,1160.16,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000233645,0.595675,0.591297,2.27629,4.44018,3.96241,0.00270618,-0.124438,1.24321,4.93503,-0.947229,-0.38719,0.43466,0.949063,0.766215,34.7811,64.6742,2843.18,0.0270474,0.268374,0.17704,30014400.0,-673680.0,-24493000.0,-14048000.0
3104,7,FS,Agitator,BRG_A,DS,1,5120,1164.21,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000382977,1.91483,1.91845,7.38994,14.3202,3.83933,-0.0212955,0.0750307,1.26372,4.85037,-3.22325,-1.24015,1.29907,3.01894,2.49281,89.4048,228.379,6117.87,0.0444644,0.212222,0.129557,191009000.0,56046400.0,240003000.0,-3660150.0
3105,8,FS,Roller,BRG_D,DS,0,640,1253.9,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000516927,0.0685651,0.0517154,0.358671,0.578274,4.65879,0.0195546,-0.0766389,1.24526,5.77439,-0.135791,-0.0464453,0.036305,0.0857486,0.0352436,5.23535,5.53542,388.022,0.26203,0.222733,0.123515,-8179090.0,-12014500.0,-41095000.0,4388680.0
3106,7,DS,Agitator,BRG_E,DS,1,5120,1162.27,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,3,0.000492834,0.976824,0.948791,3.67686,6.97334,3.80846,-0.0288935,0.0671177,1.2522,4.75292,-1.59877,-0.645259,0.654097,1.58953,1.24189,63.7108,103.572,3240.38,0.0444795,0.204653,0.131121,62461800.0,24755500.0,62169400.0,11473800.0
3107,9,DS,Pump,BRG_H,FS,0,6400,1201.39,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,-0.000292921,5.83565,5.87231,20.093,39.5322,3.42022,-0.00142098,0.273983,1.27467,4.35414,-9.89245,-3.74843,3.75489,9.91706,7.51798,348.311,663.061,8914.34,0.470034,0.409071,0.103709,21952700.0,28856700.0,313998000.0,4206720000.0
3108,7,DS,Agitator,BRG_E,DS,1,5120,1161.24,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,3,0.000322915,1.01206,0.965805,4.12297,7.84777,3.95847,-0.0524819,-0.0634121,1.2511,4.95974,-1.62585,-0.659727,0.669563,1.65775,1.33279,62.8807,108.066,3273.05,0.0442758,0.202259,0.132783,82814500.0,12858000.0,-147076.0,-175344.0
3109,2,DS,Pump,BRG_G,DS,0,5120,1099.01,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,9.9887e-05,1.72452,1.63428,7.59082,13.9475,4.46092,-0.0081444,0.171937,1.26106,5.64041,-2.75114,-1.10384,1.10476,2.82748,2.2078,116.618,181.42,3151.62,0.193882,0.36804,0.138442,29874500.0,20735000.0,-1255820.0,323652000.0
3110,3,DS,Engine,BRG_E,DS,1,5120,1162.97,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,0,0.000137272,0.611471,0.65803,2.5914,4.85981,4.52625,-0.305908,0.368843,1.27801,5.72919,-1.08863,-0.384415,0.367888,0.94815,0.723297,30.0923,67.8518,2240.17,0.027221,0.215816,0.173109,43432800.0,-845691.0,25398900.0,18689200.0
3111,1,DS,Pump,BRG_K,DS,0,12800,2478.1,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,0.00025296,4.69279,4.71075,23.9869,42.432,5.0876,-0.0238866,0.129036,1.26033,6.38265,-7.81791,-3.14726,3.15285,7.73405,6.32965,372.924,475.444,9950.49,0.0917911,0.205955,0.145466,1939520000.0,138186000.0,828460000.0,100173000.0
3112,8,DS,Roller,BRG_D,DS,0,640,1091.99,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,9.27407e-05,0.0810988,0.0958063,0.142826,0.437409,3.99122,-0.0350586,-0.089239,1.24955,4.92894,-0.11964,-0.0325063,0.0774986,0.136165,0.112564,0.267865,4.68872,228.181,0.123067,0.214471,0.121938,-1088270.0,2478230.0,6974840.0,8951360.0
3113,7,FS,Agitator,BRG_A,DS,1,5120,1162.55,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000149604,0.878142,0.82006,3.71503,7.46167,4.47689,0.0543513,0.266771,1.26171,5.64721,-1.34931,-0.591658,0.542346,1.42916,1.08523,66.7674,85.8284,2800.91,0.00366755,0.279711,0.154669,42964400.0,9688440.0,28572300.0,10050300.0
3114,3,FS,Engine,BRG_A,DS,1,5120,1159.7,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000316189,0.576587,0.57687,2.16247,4.41727,3.86615,-0.140815,-0.265701,1.22404,4.72619,-1.01908,-0.394143,0.445126,0.996336,0.865933,31.5191,66.4968,4378.22,0.0262734,0.218577,0.164952,39902300.0,4166880.0,45214100.0,-10218200.0
3115,7,FS,Agitator,BRG_A,DS,1,5120,1163.59,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000341863,0.772101,0.784997,2.82581,5.62465,3.76463,0.0290339,0.0701156,1.25315,4.7133,-1.3021,-0.520515,0.499454,1.27301,1.09147,65.2992,69.6432,1318.83,0.00135331,0.281883,0.150306,16125000.0,3788120.0,6551710.0,27469400.0
3116,7,DS,Agitator,BRG_E,DS,1,5120,1163.91,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,3,0.000221083,0.802525,0.832531,3.31003,6.51499,4.22548,-0.0215613,-0.0477998,1.2545,5.34713,-1.29032,-0.553526,0.521812,1.31688,1.1084,54.3321,85.9928,2873.52,0.0274933,0.202286,0.134105,55886500.0,13222000.0,89647700.0,-5024250.0
3117,9,DS,Pump,BRG_H,FS,0,6400,1205.57,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,-0.000232683,6.11413,6.04447,20.1303,39.691,3.30881,-0.00406528,-0.172723,1.25071,4.12721,-10.1308,-4.05429,4.08556,10.0991,8.16673,352.447,691.905,8120.71,0.481133,0.409094,0.103457,18195500.0,45247300.0,327699000.0,4535770000.0
3118,8,DS,Roller,BRG_D,DS,0,640,1228.65,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,1,0.000319791,0.0979388,0.0091668,0.633658,0.981369,7.16018,0.114773,3.27666,1.32773,9.52088,-0.0680185,-0.0514207,0.0387494,0.0810809,0.101462,3.73845,9.90406,210.118,0.259754,0.244259,0.129879,3238710.0,-6318970.0,66438900.0,8944360.0
3119,9,FS,Pump,BRG_B,FS,0,6400,1174.44,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,1,7.93605e-05,2.27483,2.26114,9.94551,19.8726,4.43123,0.0431676,0.137464,1.2625,5.61253,-3.63594,-1.51967,1.46421,3.70867,3.04616,193.435,210.014,3932.65,0.190258,0.199968,0.136372,319690000.0,229992000.0,144314000.0,16223100.0
3120,8,FS,Roller,BRG_D,DS,0,640,1119.05,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000126314,0.0749038,0.0808135,0.0635237,0.445043,4.38752,-0.018753,0.131758,1.25611,5.48216,-0.112625,-0.0300299,0.0136881,0.039195,0.103232,4.49769,3.21776,152.874,0.233323,0.2236,0.125347,430511.0,918430.0,-56510600.0,-15764000.0
3121,2,FS,Pump,BRG_F,DS,0,5120,1106.34,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.00040379,1.99228,2.00128,5.96841,12.2401,3.05944,0.00296708,-0.729724,1.19188,3.64517,-3.12216,-1.54581,1.5386,3.17581,3.09213,98.6068,230.276,13150.3,0.193964,0.322909,0.138153,28202400.0,386705000.0,-3594630.0,104353000.0
3122,7,DS,Agitator,BRG_E,DS,1,5120,1162.68,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000520223,0.571674,0.536229,2.52493,4.66088,4.98388,-0.0783983,0.406715,1.26375,6.29692,-0.911036,-0.338194,0.325647,0.870329,0.681167,29.6417,56.5432,2055.96,0.0436745,0.184435,0.143529,22853000.0,-1607160.0,10436800.0,4063140.0
3123,3,DS,Engine,BRG_E,DS,1,5120,1161.78,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,0,0.000313359,0.635866,0.651164,3.15773,5.66343,4.76606,-0.123891,0.251898,1.26576,6.05485,-1.08406,-0.416768,0.449559,1.11389,0.810293,41.7887,72.2529,1484.3,0.00451223,0.229141,0.178954,54238600.0,7769960.0,-47071600.0,-21675500.0
3124,1,DS,Pump,BRG_K,DS,0,12800,2798.68,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,-0.000615529,13.4217,13.425,69.1775,128.414,5.15675,0.0145427,0.108207,1.2541,6.48714,-21.7884,-8.95342,9.04442,21.9825,18.0409,1047.4,1350.64,26435.0,0.330286,0.277441,0.130317,2879820000.0,1928340000.0,16320000000.0,2923350000.0
3125,3,FS,Engine,BRG_A,DS,1,5120,1161.99,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000399227,2.77558,2.79862,10.5725,20.8898,3.8242,0.0327692,-0.392513,1.22835,4.64032,-4.56896,-2.01397,2.01738,4.60771,3.96213,157.623,314.671,11129.1,0.162504,0.284877,0.12532,30820900.0,525011000.0,263493000.0,175826000.0
3126,2,DS,Pump,BRG_G,DS,0,5120,1101.11,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000604799,1.81538,1.75679,7.00289,13.7014,3.97529,0.00905556,0.0604806,1.25524,4.96627,-2.88085,-1.19874,1.1989,3.00949,2.39142,116.793,198.686,3168.91,0.189862,0.371467,0.138152,15834500.0,21683100.0,15664000.0,361753000.0
3127,1,DS,Pump,BRG_K,DS,0,12800,2495.97,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,-7.97659e-05,4.78263,4.83483,27.6579,50.5877,5.76763,0.0185337,0.358706,1.26582,7.28335,-7.80089,-3.20296,3.16782,7.76832,6.36696,379.008,480.398,11263.4,0.0314492,0.208361,0.14677,1912890000.0,121893000.0,967798000.0,106135000.0
3128,9,DS,Pump,BRG_H,FS,0,6400,1175.49,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,-0.000229118,7.24441,7.23394,26.5274,51.8081,3.69763,0.00388837,0.0312215,1.26805,4.66905,-12.1526,-4.68773,4.69489,12.1025,9.33915,369.954,848.348,28164.7,0.496584,0.409034,0.107836,40784200.0,44938400.0,276891000.0,6681990000.0
3129,2,FS,Pump,BRG_F,DS,0,5120,1100.11,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.000468823,1.935,1.88893,6.21041,11.781,3.27952,-0.0936489,-0.642542,1.20231,3.94328,-3.18637,-1.42728,1.48337,2.99099,2.90148,103.7,219.442,13558.0,0.192036,0.315654,0.1468,37825900.0,317083000.0,5841620.0,124727000.0
3130,1,DS,Pump,BRG_K,DS,0,12800,2796.53,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,-0.000449441,12.9128,12.9139,51.8,101.979,4.00663,-0.0145232,0.127793,1.25476,5.02729,-21.7265,-8.58951,8.79025,21.0868,17.3637,971.174,1336.94,24685.9,0.325794,0.274139,0.135005,3309320000.0,1705940000.0,14675800000.0,2805900000.0
3131,9,DS,Pump,BRG_H,FS,0,6400,1201.7,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,8.55747e-05,5.97376,5.93,20.0611,38.5579,3.36437,-0.0100986,-0.233604,1.2446,4.18519,-9.84219,-4.15075,4.06429,9.81717,8.1724,365.888,667.433,7508.67,0.478662,0.405483,0.105333,27508800.0,47403900.0,360412000.0,4367650000.0
3132,1,DS,Pump,BRG_K,DS,0,12800,2483.42,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,2,-0.00170023,21.5217,21.5193,91.9972,178.812,4.27357,0.0318542,0.0455645,1.25544,5.37434,-34.6979,-14.5207,14.3777,35.8482,28.8215,1470.24,2327.69,36835.7,0.324545,0.295977,0.111282,2567710000.0,5350130000.0,49086200000.0,5306040000.0
3133,11,FS,Roller,BRG_E,FS,0,512,33.7345,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,1,0.000395348,0.232078,0.194706,0.777687,1.35305,4.05323,-0.0267358,-0.0919301,1.25093,5.1257,-0.367489,-0.146087,0.13455,0.358262,0.345763,9.19592,13.9561,729.268,0.144426,0.272239,0.132513,-6328140.0,18648300.0,44181100.0,6836530.0
3134,2,DS,Pump,BRG_G,DS,0,5120,1101.43,16384,m/s^2,0.419199,2.97983,4.21303,5.828,0,0.000220766,1.76556,1.76648,6.89767,13.7741,3.9536,-0.0101096,-0.248047,1.24375,4.93222,-2.91213,-1.21249,1.1856,2.87565,2.46355,119.742,188.002,2899.26,0.195432,0.374277,0.123871,2041110.0,23783000.0,21736400.0,349052000.0
3135,1,DS,Pump,BRG_K,DS,0,12800,2501.87,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,0.000217036,4.73502,4.71366,17.8664,35.3089,3.79771,-0.00715856,-0.02518,1.25419,4.76991,-7.62703,-3.18928,3.20121,7.71345,6.38737,355.715,487.55,15462.3,0.0326161,0.20386,0.147425,2026900000.0,122733000.0,738712000.0,122718000.0
3136,7,DS,Agitator,BRG_E,DS,1,5120,1162.33,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000122436,0.634957,0.612766,2.42946,4.88744,4.02184,0.0405597,0.292285,1.27462,5.12728,-1.05604,-0.399551,0.401444,0.978088,0.730461,33.2042,73.5471,2129.36,0.00250298,0.182166,0.149566,47854100.0,6343360.0,18860600.0,17524600.0
3137,7,DS,Agitator,BRG_E,DS,1,2560,1161.52,8192,m/s^2,0.381794,2.02144,2.99262,4.84189,3,0.000431081,0.572167,0.58923,2.32037,4.13355,4.00975,-0.0941926,-0.147059,1.24379,4.9805,-0.94816,-0.383746,0.409961,0.867131,0.829176,21.1648,48.7143,1544.36,0.0530038,0.218856,0.14058,3293800.0,-879135.0,31510100.0,31028500.0
3138,3,FS,Engine,BRG_A,DS,1,5120,1162.51,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000566905,3.7641,3.83634,11.56,22.5213,3.02282,0.109595,-0.601314,1.20874,3.66029,-5.93672,-2.86175,2.82003,6.35918,5.75689,178.739,450.233,20996.6,0.163747,0.273988,0.120158,37921300.0,1234290000.0,468971000.0,144886000.0
3139,1,DS,Pump,BRG_K,DS,0,12800,2473.57,16384,m/s^2,0.390781,2.00655,4.88776,7.10268,0,-0.00078251,11.3287,11.2398,45.4499,91.0829,4.02224,-0.0242958,0.147047,1.26172,5.0825,-18.7094,-7.47087,7.38998,18.3644,14.8287,886.85,1138.71,21186.0,0.334835,0.278939,0.128787,2187630000.0,1323190000.0,11657700000.0,1914210000.0
3140,3,DS,Engine,BRG_E,DS,1,5120,1162.75,16384,m/s^2,0.375214,1.98976,3.08749,4.91793,0,0.000548178,0.621948,0.633046,3.0515,5.52428,4.86276,-0.14907,0.0766802,1.25807,6.12446,-1.10141,-0.409837,0.402375,0.881603,0.78148,36.3542,68.6162,1901.04,0.0256975,0.234947,0.174489,37751600.0,999471.0,44991000.0,17503800.0
3141,7,FS,Agitator,BRG_A,DS,1,5120,1159.38,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.00053354,1.9687,1.9985,7.53356,14.489,3.8784,-0.0327095,0.1278,1.2606,4.85423,-3.2724,-1.29302,1.32998,3.10036,2.69638,94.4895,236.512,5911.42,0.308382,0.212664,0.130024,187835000.0,57575400.0,338852000.0,-5986220.0
3142,3,FS,Engine,BRG_A,DS,1,5120,1161.97,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,6.77136e-05,2.741,2.70861,9.7734,18.2463,3.49447,-0.0056554,-0.323605,1.22967,4.28628,-4.41898,-1.92181,1.93687,4.35239,3.79816,147.886,311.149,9126.89,0.162563,0.288707,0.125231,32565600.0,483102000.0,293411000.0,224210000.0
3143,3,FS,Engine,BRG_A,DS,1,5120,1160.18,16384,m/s^2,0.405214,2.55976,4.08749,5.91793,0,0.000356534,3.77625,3.78579,12.5854,24.5142,3.31986,0.127743,-0.643503,1.20178,3.97656,-5.94331,-2.90854,2.84628,6.4244,5.7251,160.955,458.657,20052.7,0.162112,0.274664,0.121074,38661200.0,1189020000.0,508669000.0,113914000.0
3144,7,DS,Agitator,BRG_E,DS,1,5120,1160.45,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000202465,0.439098,0.473568,2.25199,3.4166,4.69802,-0.0433669,0.199531,1.26177,5.95263,-0.61983,-0.287248,0.301194,0.719745,0.594721,32.15,46.1314,1547.47,0.0465017,0.19943,0.143862,3876560.0,14991500.0,-7121140.0,-17639500.0
3145,9,DS,Pump,BRG_H,FS,0,6400,1185.3,16384,m/s^2,0.405987,2.57593,5.67682,8.40286,0,-0.000111529,6.50544,6.52869,24.7509,48.0935,3.78313,-0.00107687,-0.107408,1.24957,4.69972,-10.6129,-4.48545,4.44082,10.722,8.9559,369.178,754.43,16526.8,0.500454,0.404219,0.110336,29608500.0,46245500.0,338534000.0,5335620000.0
3146,7,DS,Agitator,BRG_E,DS,1,5120,1161.29,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000295552,0.63203,0.614157,3.30439,6.14855,5.33305,-0.0668621,1.57133,1.31916,7.06713,-0.946431,-0.361912,0.367368,0.944426,0.720774,33.6688,68.8614,2090.3,0.00166059,0.181648,0.149965,34560600.0,11596000.0,-1971190.0,4669630.0
3147,11,FS,Roller,BRG_E,FS,0,512,34.8393,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000266111,0.0748617,0.112193,0.395994,0.721287,4.44922,-0.0333121,-0.0396549,1.25237,5.57812,-0.137936,-0.0842503,0.0556019,0.247594,0.0992569,5.56519,4.13154,133.651,0.0762756,0.234285,0.144762,-564135.0,-3104320.0,-81069500.0,11622700.0
3148,11,DS,Roller,BRG_E,FS,0,512,33.7569,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000115991,0.153025,0.138964,0.558673,0.986195,4.32896,0.00767828,-0.0839845,1.25343,5.3923,-0.147259,-0.0892858,0.0559284,0.113839,0.137693,4.00574,8.49026,188.313,0.149063,0.227564,0.140694,18085.9,-9586590.0,-16364700.0,8722270.0
3149,7,DS,Agitator,BRG_E,DS,1,5120,1162.39,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,3,0.000500825,0.886313,0.888374,3.55854,6.51401,4.10596,-0.0700979,0.0601158,1.25672,5.18523,-1.45007,-0.554518,0.569611,1.40163,1.11415,56.5236,92.1302,2865.44,0.0281227,0.202045,0.135151,52365500.0,18378400.0,-25643600.0,-8332200.0
3150,8,FS,Roller,BRG_D,DS,0,640,1080.08,16384,m/s^2,0.0326703,0.215398,0.524658,0.753853,0,0.000298355,0.0477546,0.0668891,0.235142,0.474976,3.8853,-0.0100817,0.139587,1.25391,4.8539,-0.0718671,-0.013202,0.0388687,0.083569,0.0896336,4.38088,5.09735,234.528,0.118314,0.205558,0.117149,-9370840.0,-581277.0,-70677100.0,-4691500.0
3151,9,FS,Pump,BRG_B,FS,0,6400,1204.56,16384,m/s^2,0.415987,2.13593,4.94682,7.14286,0,0.000155355,2.37287,2.34301,10.3103,19.9249,4.37615,0.0384183,0.24529,1.26342,5.5237,-3.86552,-1.53731,1.5321,4.02229,3.08993,222.89,196.717,2449.97,0.0265214,0.240621,0.155064,331961000.0,83490800.0,119202000.0,194887000.0
3152,7,FS,Agitator,BRG_A,DS,1,5120,1161.62,16384,m/s^2,0.411794,2.59144,3.99262,5.84189,0,0.000331218,0.933211,0.880723,3.63452,7.48423,4.19208,0.00515083,-0.12392,1.25074,5.26114,-1.5529,-0.606,0.640007,1.46971,1.26208,77.2779,85.1683,1985.87,0.0443761,0.283649,0.140582,20601300.0,24372900.0,38349000.0,36735700.0
3153,7,DS,Agitator,BRG_E,DS,1,5120,1162.25,16384,m/s^2,0.381794,2.02144,2.99262,4.84189,0,0.000241315,0.785317,0.823638,3.5051,6.62576,4.1642,-0.0215314,-0.235672,1.23957,5.16609,-1.33229,-0.581519,0.551628,1.34053,1.16996,54.5455,86.4108,1601.64,0.142389,0.207897,0.141724,36624900.0,22489700.0,-46682200.0,-22077200.0
3154,11,FS,Roller,BRG_E,FS,0,512,37.3565,8192,m/s^2,1.03959,5.40216,8.20962,13.4255,0,0.000513856,0.0466807,0.081222,0.447419,0.728221,4.5714,0.0252732,0.248292,1.25947,5.76909,-0.119538,-0.0601737,0.056037,0.132979,0.0992788,5.33898,4.14038,128.12,0.146856,0.224101,0.142521,-12145100.0,-13212200.0,6638870.0,13733200.0
3155,2,FS,Pump,BRG_F,DS,0,5120,1103.05,16384,m/s^2,0.409199,2.73983,3.73303,5.308,0,0.000592898,1.88054,1.89719,6.24691,12.0663,3.35179,0.0379234,-0.340372,1.2316,4.13735,-3.02489,-1.31114,1.31838,3.09624,2.61359,106.268,216.948,12508.2,0.191705,0.35158,0.13043,13611600.0,212412000.0,-24576300.0,203130000.0
