date,year,month,day,hour,day_of_week,is_weekend,season,city,station,latitude,longitude,temperature,humidity,wind_speed,visibility,aqi,id
2024-05-30,2024,5,30,12,Tuesday,0,summer,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,43.7,33,30.8,6.5,153,80522
2024-03-13,2024,3,13,12,Monday,0,summer,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,30.0,37,26.1,6.2,198,80523
2022-09-23,2022,9,23,23,Wednesday,0,monsoon,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,33.6,84,8.2,10.7,66,80524
2024-11-16,2024,11,16,12,Thursday,0,winter,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,24.9,52,7.8,0.6,500,80525
2026-05-11,2026,5,11,23,Saturday,1,summer,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,38.6,39,14.1,4.1,176,80526
2025-07-25,2025,7,25,6,Wednesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_12,38.5708,87.0712,26.0,100,6.1,6.0,40,80527
2027-07-30,2027,7,30,12,Wednesday,0,monsoon,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,37.6,92,17.4,10.3,35,80528
2025-02-26,2025,2,26,18,Monday,0,winter,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,16.1,65,3.7,1.2,408,80529
2027-04-17,2027,4,17,23,Thursday,0,summer,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,31.9,36,19.6,7.6,204,80530
2026-07-29,2026,7,29,12,Monday,0,monsoon,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,37.8,88,19.6,9.2,97,80531
2023-12-02,2023,12,2,12,Thursday,0,winter,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,19.2,49,8.2,2.6,414,80532
2024-08-09,2024,8,9,6,Wednesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,26.6,92,7.6,10.9,42,80533
2025-10-13,2025,10,13,18,Saturday,1,post_monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,26.9,33,6.2,5.0,333,80534
2026-04-23,2026,4,23,6,Tuesday,0,summer,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,26.2,50,10.8,7.8,147,80535
2025-01-04,2025,1,4,6,Thursday,0,winter,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,9.3,98,3.2,1.6,431,80536
2027-10-11,2027,10,11,12,Saturday,1,post_monsoon,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,31.4,22,11.6,4.5,334,80537
2022-06-21,2022,6,21,23,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_12,38.5708,87.0712,38.2,80,9.5,11.2,104,80538
2027-11-07,2027,11,7,12,Friday,0,winter,Metropolis_Epsilon,Monitoring_Station_22,38.6605,87.3573,26.6,61,8.0,0.6,500,80539
2023-10-24,2023,10,24,18,Sunday,1,post_monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,30.0,27,10.0,2.0,500,80540
2024-06-03,2024,6,3,6,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,33.9,88,6.2,6.7,113,80541
2024-06-27,2024,6,27,12,Tuesday,0,monsoon,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,44.6,75,20.5,9.0,78,80542
2023-09-21,2023,9,21,12,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,36.7,71,15.9,5.0,108,80543
2022-11-04,2022,11,4,12,Wednesday,0,winter,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,26.2,57,6.7,1.3,500,80544
2024-03-12,2024,3,12,23,Sunday,1,summer,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,25.7,29,19.3,2.3,235,80545
2025-10-11,2025,10,11,23,Thursday,0,post_monsoon,Metropolis_Beta,Monitoring_Station_15,38.6246,87.3649,26.3,33,10.2,2.6,360,80546
2025-12-21,2025,12,21,12,Friday,0,winter,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,21.1,51,9.6,2.7,500,80547
2025-07-14,2025,7,14,18,Saturday,1,monsoon,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,34.6,85,10.4,9.7,56,80548
2024-07-19,2024,7,19,18,Wednesday,0,monsoon,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,32.2,82,8.6,8.3,54,80549
2022-02-15,2022,2,15,18,Sunday,1,winter,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,16.9,46,3.8,4.3,322,80550
2025-07-26,2025,7,26,6,Thursday,0,monsoon,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,28.3,98,6.2,10.5,40,80551
2027-07-18,2027,7,18,18,Friday,0,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,33.4,83,15.2,4.5,126,80552
2025-04-03,2025,4,3,23,Tuesday,0,summer,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,31.6,26,16.2,4.4,162,80553
2023-07-02,2023,7,2,23,Friday,0,monsoon,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,33.4,87,14.2,4.5,107,80554
2023-11-04,2023,11,4,12,Thursday,0,winter,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,25.4,46,5.4,0.6,500,80555
2025-12-09,2025,12,9,12,Sunday,1,winter,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,20.7,64,6.4,1.9,375,80556
2027-09-07,2027,9,7,18,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,31.2,82,6.5,4.2,106,80557
2023-01-29,2023,1,29,23,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,15.7,53,5.1,1.3,500,80558
2024-12-16,2024,12,16,23,Saturday,1,winter,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,16.4,64,5.8,2.9,383,80559
2022-10-15,2022,10,15,12,Thursday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_12,38.5708,87.0712,31.1,22,9.9,2.8,412,80560
2025-01-24,2025,1,24,18,Wednesday,0,winter,Metropolis_Beta,Monitoring_Station_15,38.6246,87.3649,12.8,49,4.2,2.5,496,80561
2025-06-21,2025,6,21,12,Thursday,0,monsoon,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,41.8,73,23.1,4.4,106,80562
2024-05-24,2024,5,24,18,Wednesday,0,summer,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,36.8,29,18.9,4.7,308,80563
2022-06-19,2022,6,19,6,Friday,0,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,32.7,99,8.6,5.4,113,80564
2024-10-25,2024,10,25,12,Wednesday,0,post_monsoon,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,32.4,31,11.4,1.4,500,80565
2027-06-29,2027,6,29,18,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_12,38.5708,87.0712,39.0,66,8.7,7.5,124,80566
2026-04-20,2026,4,20,23,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,30.4,24,14.9,6.8,113,80567
2026-07-21,2026,7,21,23,Sunday,1,monsoon,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,34.5,86,9.1,9.7,83,80568
2024-01-19,2024,1,19,18,Wednesday,0,winter,Metropolis_Beta,Monitoring_Station_15,38.6246,87.3649,12.0,55,5.7,1.6,500,80569
2027-02-26,2027,2,26,12,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,21.8,48,6.6,2.5,322,80570
2026-01-18,2026,1,18,6,Friday,0,winter,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,9.7,100,3.7,1.3,450,80571
2027-01-03,2027,1,3,6,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,7.0,100,4.2,0.7,500,80572
2026-11-26,2026,11,26,12,Tuesday,0,winter,Metropolis_Epsilon,Monitoring_Station_22,38.6605,87.3573,27.1,48,5.3,1.3,500,80573
2027-08-24,2027,8,24,6,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,27.5,93,5.9,9.8,33,80574
2022-08-30,2022,8,30,23,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,30.3,85,14.5,14.1,69,80575
2023-06-01,2023,6,1,18,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,39.7,70,16.7,7.5,208,80576
2022-12-27,2022,12,27,23,Sunday,1,winter,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,15.5,56,4.1,1.3,500,80577
2026-02-11,2026,2,11,12,Monday,0,winter,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,21.3,49,7.2,1.7,366,80578
2027-02-15,2027,2,15,18,Saturday,1,winter,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,16.0,49,5.0,3.9,340,80579
2027-09-24,2027,9,24,6,Wednesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,27.7,95,6.1,10.3,78,80580
2023-09-16,2023,9,16,18,Thursday,0,monsoon,Metropolis_Beta,Monitoring_Station_15,38.6246,87.3649,32.1,83,6.4,12.6,81,80581
2026-02-10,2026,2,10,12,Sunday,1,winter,Metropolis_Alpha,Monitoring_Station_12,38.5708,87.0712,22.5,60,5.6,4.3,344,80582
2023-05-03,2023,5,3,6,Monday,0,summer,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,31.6,51,10.7,4.1,149,80583
2025-05-05,2025,5,5,12,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,44.3,31,18.8,6.9,159,80584
2027-06-08,2027,6,8,6,Sunday,1,monsoon,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,31.9,84,6.7,7.0,102,80585
2026-07-02,2026,7,2,12,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,39.4,83,23.9,7.4,27,80586
2026-03-24,2026,3,24,23,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,25.1,32,19.0,2.2,301,80587
2022-08-29,2022,8,29,6,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,27.7,100,9.0,13.4,75,80588
2024-05-14,2024,5,14,18,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,36.6,27,19.6,5.2,203,80589
2022-05-23,2022,5,23,18,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,37.9,25,15.9,3.2,245,80590
2024-06-23,2024,6,23,23,Friday,0,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,36.7,79,8.5,4.7,122,80591
2026-02-13,2026,2,13,18,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,18.3,62,5.0,2.5,340,80592
2022-11-05,2022,11,5,6,Thursday,0,winter,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,14.0,100,3.8,0.4,500,80593
2023-08-14,2023,8,14,18,Saturday,1,monsoon,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,30.2,92,15.2,14.7,75,80594
2024-03-11,2024,3,11,23,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,25.4,25,11.7,4.2,261,80595
2026-06-04,2026,6,4,6,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,32.9,100,9.4,7.1,128,80596
2024-05-16,2024,5,16,23,Tuesday,0,summer,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,37.8,26,16.5,5.1,143,80597
2023-03-24,2023,3,24,23,Wednesday,0,summer,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,23.2,29,10.6,4.9,262,80598
2023-04-30,2023,4,30,12,Friday,0,summer,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,35.5,38,20.1,7.0,139,80599
2024-06-05,2024,6,5,23,Monday,0,monsoon,Metropolis_Beta,Monitoring_Station_15,38.6246,87.3649,37.9,72,12.2,6.6,67,80600
2022-07-09,2022,7,9,6,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,26.1,96,9.4,13.0,48,80601
2024-06-28,2024,6,28,23,Wednesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,36.4,72,10.2,9.1,93,80602
2027-06-23,2027,6,23,18,Monday,0,monsoon,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,38.4,66,15.8,7.2,111,80603
2026-03-25,2026,3,25,12,Monday,0,summer,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,29.7,36,16.6,5.1,167,80604
2025-07-26,2025,7,26,12,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,37.2,89,24.0,12.7,86,80605
2022-04-01,2022,4,1,12,Wednesday,0,summer,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,37.0,31,28.4,5.2,129,80606
2024-05-24,2024,5,24,12,Wednesday,0,summer,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,41.5,37,17.0,7.0,141,80607
2026-03-24,2026,3,24,6,Sunday,1,summer,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,16.6,37,11.3,5.7,201,80608
2022-10-23,2022,10,23,23,Friday,0,post_monsoon,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,26.6,24,8.1,3.0,500,80609
2024-06-30,2024,6,30,23,Friday,0,monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,33.2,86,15.9,10.2,58,80610
2025-11-15,2025,11,15,18,Thursday,0,winter,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,22.9,60,3.9,1.5,500,80611
2025-11-03,2025,11,3,23,Saturday,1,winter,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,22.6,57,6.2,1.5,500,80612
2024-09-27,2024,9,27,12,Wednesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_12,38.5708,87.0712,36.1,77,13.7,10.6,82,80613
2023-07-31,2023,7,31,23,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,33.1,81,10.8,9.5,79,80614
2027-09-02,2027,9,2,23,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,33.0,68,10.3,11.6,62,80615
2026-12-29,2026,12,29,18,Sunday,1,winter,Metropolis_Epsilon,Monitoring_Station_22,38.6605,87.3573,16.1,57,6.5,1.6,426,80616
2026-04-18,2026,4,18,12,Thursday,0,summer,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,36.6,36,29.6,5.5,134,80617
2023-02-20,2023,2,20,12,Saturday,1,winter,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,20.8,53,7.7,2.5,332,80618
2023-12-06,2023,12,6,23,Monday,0,winter,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,15.9,64,6.1,0.8,500,80619
2027-08-03,2027,8,3,6,Sunday,1,monsoon,Metropolis_Beta,Monitoring_Station_15,38.6246,87.3649,27.5,100,9.2,7.9,53,80620
2023-09-20,2023,9,20,6,Monday,0,monsoon,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,25.3,91,5.4,7.9,87,80621
2027-02-24,2027,2,24,12,Monday,0,winter,Metropolis_Beta,Monitoring_Station_15,38.6246,87.3649,22.5,56,8.9,4.8,315,80622
2024-07-26,2024,7,26,12,Wednesday,0,monsoon,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,35.9,91,22.1,12.3,76,80623
2023-01-11,2023,1,11,23,Monday,0,winter,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,14.5,59,5.8,2.8,500,80624
2023-12-01,2023,12,1,12,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,21.9,46,8.4,2.4,500,80625
2026-10-08,2026,10,8,12,Tuesday,0,post_monsoon,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,31.0,25,10.3,3.7,337,80626
2024-04-15,2024,4,15,23,Saturday,1,summer,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,31.2,26,16.7,4.0,124,80627
2023-10-24,2023,10,24,12,Sunday,1,post_monsoon,Metropolis_Gamma,Monitoring_Station_18,38.450199999999995,87.0266,34.0,26,10.4,1.9,421,80628
2024-12-05,2024,12,5,23,Tuesday,0,winter,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,17.6,62,5.5,2.4,500,80629
2022-04-02,2022,4,2,23,Thursday,0,summer,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,30.0,31,11.3,7.7,221,80630
2022-11-18,2022,11,18,18,Wednesday,0,winter,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,20.2,46,5.7,0.6,500,80631
2022-10-21,2022,10,21,6,Wednesday,0,post_monsoon,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,22.3,51,5.7,1.4,500,80632
2027-05-11,2027,5,11,18,Sunday,1,summer,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,37.0,30,15.1,5.6,194,80633
2023-12-08,2023,12,8,6,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,8.9,96,2.3,0.4,500,80634
2022-08-27,2022,8,27,23,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,33.2,93,14.4,12.9,98,80635
2026-04-29,2026,4,29,6,Monday,0,summer,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,26.5,43,8.1,7.6,134,80636
2023-03-06,2023,3,6,6,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,18.2,40,7.8,2.4,252,80637
2027-08-29,2027,8,29,6,Friday,0,monsoon,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,24.0,92,8.6,14.8,39,80638
2026-09-29,2026,9,29,6,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,24.8,99,4.6,10.9,69,80639
2026-12-30,2026,12,30,18,Monday,0,winter,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,17.0,56,5.5,2.0,439,80640
2026-08-28,2026,8,28,6,Wednesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,27.6,100,6.1,12.0,32,80641
2023-01-28,2023,1,28,6,Thursday,0,winter,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,9.4,100,2.5,1.5,474,80642
2022-11-06,2022,11,6,23,Friday,0,winter,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,20.4,46,6.9,0.9,500,80643
2024-04-19,2024,4,19,18,Wednesday,0,summer,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,30.7,25,18.6,6.7,190,80644
2024-02-08,2024,2,8,18,Tuesday,0,winter,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,16.1,60,3.7,2.1,361,80645
2025-04-01,2025,4,1,12,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,36.3,27,26.0,6.2,123,80646
2022-07-15,2022,7,15,12,Wednesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,37.6,84,21.6,10.7,34,80647
2025-12-03,2025,12,3,12,Monday,0,winter,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,20.4,62,8.8,1.2,397,80648
2023-06-13,2023,6,13,12,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,43.1,76,20.3,7.3,105,80649
2022-01-17,2022,1,17,18,Saturday,1,winter,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,13.4,47,5.5,2.4,495,80650
2022-03-22,2022,3,22,6,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_12,38.5708,87.0712,16.1,43,12.5,7.0,179,80651
2026-08-27,2026,8,27,12,Tuesday,0,monsoon,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,36.8,93,22.0,12.6,29,80652
2024-02-23,2024,2,23,23,Wednesday,0,winter,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,17.8,54,6.4,1.0,500,80653
2022-09-29,2022,9,29,18,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,31.4,67,10.1,7.5,156,80654
2027-03-01,2027,3,1,18,Saturday,1,summer,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,24.2,39,18.1,2.0,274,80655
2027-05-28,2027,5,28,12,Wednesday,0,summer,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,41.4,36,23.0,4.3,124,80656
2022-01-31,2022,1,31,6,Saturday,1,winter,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,9.8,99,4.2,1.1,386,80657
2025-05-12,2025,5,12,12,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,44.7,27,30.6,4.4,153,80658
2027-09-08,2027,9,8,18,Monday,0,monsoon,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,30.9,79,6.8,5.4,97,80659
2026-05-13,2026,5,13,12,Monday,0,summer,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,42.2,39,28.6,4.5,111,80660
2027-04-20,2027,4,20,6,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,27.7,36,6.7,5.2,143,80661
2024-01-24,2024,1,24,6,Monday,0,winter,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,10.0,100,2.8,0.3,500,80662
2026-03-23,2026,3,23,23,Saturday,1,summer,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,24.7,36,12.3,7.9,203,80663
2026-08-20,2026,8,20,12,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,37.5,77,17.8,12.5,36,80664
2024-06-13,2024,6,13,12,Tuesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,42.0,74,18.1,6.3,46,80665
2027-03-17,2027,3,17,6,Monday,0,summer,Metropolis_Alpha,Monitoring_Station_05,38.6289,87.2414,16.3,39,11.6,3.8,310,80666
2026-01-15,2026,1,15,6,Tuesday,0,winter,Metropolis_Alpha,Monitoring_Station_06,38.6683,87.1311,6.6,100,4.2,1.2,500,80667
2023-05-16,2023,5,16,23,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,36.7,35,19.9,6.3,146,80668
2023-09-30,2023,9,30,6,Thursday,0,monsoon,Metropolis_Epsilon,Monitoring_Station_22,38.6605,87.3573,27.2,81,5.2,6.8,66,80669
2023-09-26,2023,9,26,18,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,32.6,78,6.3,6.3,151,80670
2026-03-27,2026,3,27,12,Wednesday,0,summer,Metropolis_Alpha,Monitoring_Station_10,38.5631,87.1851,30.7,39,30.1,7.4,138,80671
2026-10-31,2026,10,31,6,Thursday,0,post_monsoon,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,20.8,54,6.5,1.4,500,80672
2025-03-09,2025,3,9,6,Friday,0,summer,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,16.9,50,7.5,4.1,219,80673
2027-12-11,2027,12,11,12,Thursday,0,winter,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,22.3,57,6.7,1.1,500,80674
2022-06-27,2022,6,27,18,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_07,38.5308,87.271,36.2,67,12.5,7.3,125,80675
2024-08-11,2024,8,11,6,Friday,0,monsoon,Metropolis_Delta,Monitoring_Station_20,38.4089,87.3178,25.2,97,7.8,10.3,76,80676
2027-07-09,2027,7,9,23,Wednesday,0,monsoon,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,31.1,77,13.7,11.1,49,80677
2027-01-26,2027,1,26,12,Sunday,1,winter,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,17.4,46,7.1,4.4,352,80678
2025-09-14,2025,9,14,18,Friday,0,monsoon,Metropolis_Epsilon,Monitoring_Station_22,38.6605,87.3573,32.4,85,8.6,5.9,129,80679
2023-05-15,2023,5,15,6,Saturday,1,summer,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,32.4,37,10.3,7.0,192,80680
2027-09-28,2027,9,28,12,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_13,38.6089,87.0327,36.4,67,12.0,6.8,109,80681
2022-07-12,2022,7,12,23,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,32.2,91,10.5,7.3,90,80682
2024-06-13,2024,6,13,6,Tuesday,0,monsoon,Metropolis_Epsilon,Monitoring_Station_23,38.7529,87.2782,32.3,87,5.8,6.7,90,80683
2023-09-22,2023,9,22,23,Wednesday,0,monsoon,Metropolis_Delta,Monitoring_Station_21,38.3722,87.3099,33.6,71,7.4,5.5,94,80684
2022-11-22,2022,11,22,12,Sunday,1,winter,Metropolis_Alpha,Monitoring_Station_04,38.7762,87.051,25.1,55,7.1,1.2,500,80685
2026-09-11,2026,9,11,23,Wednesday,0,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,32.6,72,8.8,6.5,108,80686
2022-05-15,2022,5,15,6,Friday,0,summer,Metropolis_Alpha,Monitoring_Station_01,38.6469,87.3164,32.2,35,9.4,4.3,264,80687
2022-04-30,2022,4,30,23,Thursday,0,summer,Metropolis_Beta,Monitoring_Station_17,38.4744,87.504,30.6,37,19.3,6.9,113,80688
2025-12-14,2025,12,14,12,Friday,0,winter,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,19.1,56,7.2,2.7,365,80689
2026-05-12,2026,5,12,6,Sunday,1,summer,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,30.7,47,10.9,7.7,202,80690
2025-03-11,2025,3,11,18,Sunday,1,summer,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,23.8,33,13.5,4.0,296,80691
2025-05-02,2025,5,2,23,Wednesday,0,summer,Metropolis_Alpha,Monitoring_Station_14,38.6362,87.201,36.2,30,18.4,6.5,135,80692
2022-08-13,2022,8,13,12,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_11,38.5535,87.2167,35.6,89,25.1,7.8,39,80693
2024-07-10,2024,7,10,18,Monday,0,monsoon,Metropolis_Alpha,Monitoring_Station_09,38.7495,87.0565,34.6,85,10.8,6.1,69,80694
2022-04-04,2022,4,4,18,Saturday,1,summer,Metropolis_Gamma,Monitoring_Station_19,38.423,87.047,32.6,28,16.7,5.2,142,80695
2024-06-01,2024,6,1,18,Thursday,0,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,36.2,69,10.3,6.8,99,80696
2027-07-05,2027,7,5,18,Saturday,1,monsoon,Metropolis_Alpha,Monitoring_Station_03,38.6999,87.1653,33.5,83,13.7,10.9,46,80697
2025-06-10,2025,6,10,6,Sunday,1,monsoon,Metropolis_Alpha,Monitoring_Station_02,38.7299,87.1718,30.9,92,5.8,5.8,113,80698
2026-12-22,2026,12,22,23,Sunday,1,winter,Metropolis_Beta,Monitoring_Station_16,38.5447,87.323,16.6,58,6.4,1.3,500,80699
2023-10-03,2023,10,3,6,Sunday,1,post_monsoon,Metropolis_Alpha,Monitoring_Station_08,38.6519,87.1579,20.7,41,3.8,4.4,315,80700
